paper_no,first_author_surname,pub_year,order,family,genus,species,genus_timetree,species_timetree,location,population,data_year,egg_design,source_page,source,trait_cat,trait,simp_trait,units,egg_embryo_hatchling,age,sex,other_factors,const_fluct,T,T_fluc,water_potential,mean,error,N,error_type,data_style,comment_code,comm_text
1344,Parachí_ Marcí_,2010,Crocodilia,Alligatoridae,Caiman,latirostris ,Caiman,latirostris,"Santa Fe Province, Argentina",pop1,2000,split_pseudo,370,Fig. 1,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,60,males,Clutch A,Const,33,0,NA,12.74,0.34,7,SE,raw,,
1344,Parachí_ Marcí_,2010,Crocodilia,Alligatoridae,Caiman,latirostris ,Caiman,latirostris,"Santa Fe Province, Argentina",pop1,2000,split_pseudo,370,Fig. 1,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,60,males,Clutch B,Const,33,0,NA,12.99,0.78,7,SE,raw,,
1344,Parachí_ Marcí_,2010,Crocodilia,Alligatoridae,Caiman,latirostris ,Caiman,latirostris,"Santa Fe Province, Argentina",pop1,2000,split_pseudo,371,Table 2,Development,Growth rate (svl),Growth rate,mm,Hatchling,100,females,Rearing temperature of 29 degrees celcius,Const,29,0,NA,19,1.1,4,SE,raw,,
1344,Parachí_ Marcí_,2010,Crocodilia,Alligatoridae,Caiman,latirostris ,Caiman,latirostris,"Santa Fe Province, Argentina",pop1,2000,split_pseudo,371,Table 2,Development,Growth rate (svl),Growth rate,mm,Hatchling,100,females,Rearing temperature of 33 degrees celcius,Const,29,0,NA,20.9,1.2,3,SE,raw,,
1344,Parachí_ Marcí_,2010,Crocodilia,Alligatoridae,Caiman,latirostris ,Caiman,latirostris,"Santa Fe Province, Argentina",pop1,2000,split_pseudo,371,Table 2,Development,Growth rate (svl),Growth rate,mm,Hatchling,100,females,Rearing temperature of 29 degrees celcius,Const,31,0,NA,18.9,2.6,3,SE,raw,,
1344,Parachí_ Marcí_,2010,Crocodilia,Alligatoridae,Caiman,latirostris ,Caiman,latirostris,"Santa Fe Province, Argentina",pop1,2000,split_pseudo,371,Table 2,Development,Growth rate (svl),Growth rate,mm,Hatchling,100,females,Rearing temperature of 33 degrees celcius,Const,31,0,NA,21.1,1.9,4,SE,raw,,
1344,Parachí_ Marcí_,2010,Crocodilia,Alligatoridae,Caiman,latirostris ,Caiman,latirostris,"Santa Fe Province, Argentina",pop1,2000,split_pseudo,371,Table 2,Development,Growth rate (svl),Growth rate,mm,Hatchling,100,males,Rearing temperature of 29 degrees celcius,Const,33,0,NA,17.2,2.5,5,SE,raw,,
1344,Parachí_ Marcí_,2010,Crocodilia,Alligatoridae,Caiman,latirostris ,Caiman,latirostris,"Santa Fe Province, Argentina",pop1,2000,split_pseudo,371,Table 2,Development,Growth rate (svl),Growth rate,mm,Hatchling,100,males,Rearing temperature of 33 degrees celcius,Const,33,0,NA,18.5,1.4,2,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Body shape,Body shape,g^0.3/mm,Hatchling,0,mixed,NA,Fluct,22,6,-200,0.034,1.00E-04,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Body shape,Body shape,g^0.3/mm,Hatchling,0,mixed,NA,Fluct,24,6,-200,0.033,1.00E-04,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Body shape,Body shape,g^0.3/mm,Hatchling,0,mixed,NA,Fluct,27,10,-200,0.033,2.00E-04,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Body shape,Body shape,g^0.3/mm,Hatchling,10,mixed,NA,Fluct,22,6,-200,0.033,2.00E-04,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Body shape,Body shape,g^0.3/mm,Hatchling,10,mixed,NA,Fluct,24,6,-200,0.033,2.00E-04,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Body shape,Body shape,g^0.3/mm,Hatchling,10,mixed,NA,Fluct,27,10,-200,0.032,4.00E-04,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Hindlimb span,Hindlimb length,mm,Hatchling,0,mixed,NA,Fluct,22,6,-200,38.6,0.9,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Hindlimb span,Hindlimb length,mm,Hatchling,0,mixed,NA,Fluct,24,6,-200,41.5,0.3,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Hindlimb span,Hindlimb length,mm,Hatchling,0,mixed,NA,Fluct,27,10,-200,41.6,0.4,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Hindlimb span,Hindlimb length,mm,Hatchling,10,mixed,NA,Fluct,22,6,-200,41.6,0.4,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Hindlimb span,Hindlimb length,mm,Hatchling,10,mixed,NA,Fluct,24,6,-200,42.8,0.4,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Hindlimb span,Hindlimb length,mm,Hatchling,10,mixed,NA,Fluct,27,10,-200,43.8,0.4,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,NA,Fluct,22,6,-200,98.9,0.7,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,NA,Fluct,24,6,-200,74.4,0.9,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,NA,Fluct,27,10,-200,56.4,0.3,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Mass,Mass,g,Hatchling,0,mixed,NA,Fluct,22,6,-200,0.587,0.013,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Mass,Mass,g,Hatchling,0,mixed,NA,Fluct,24,6,-200,0.589,0.014,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Mass,Mass,g,Hatchling,0,mixed,NA,Fluct,27,10,-200,0.58,0.015,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Mass,Mass,g,Hatchling,10,mixed,NA,Fluct,22,6,-200,0.761,0.034,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Mass,Mass,g,Hatchling,10,mixed,NA,Fluct,24,6,-200,0.725,0.024,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Mass,Mass,g,Hatchling,10,mixed,NA,Fluct,27,10,-200,0.714,0.027,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Development,Growth rate (mass),Growth rate,g/day,Hatchling,10,mixed,NA,Fluct,22,6,-200,0.017,0.002,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Development,Growth rate (mass),Growth rate,g/day,Hatchling,10,mixed,NA,Fluct,24,6,-200,0.014,0.002,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Development,Growth rate (mass),Growth rate,g/day,Hatchling,10,mixed,NA,Fluct,27,10,-200,0.013,0.002,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Number of stops,Number of stops,Count,Hatchling,4,mixed,NA,Fluct,22,6,-200,3,0.2,47,SE,raw,,over 1m
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Number of stops,Number of stops,Count,Hatchling,4,mixed,NA,Fluct,24,6,-200,3.8,0.2,42,SE,raw,,over 1m
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Number of stops,Number of stops,Count,Hatchling,4,mixed,NA,Fluct,27,10,-200,3.7,0.3,41,SE,raw,,over 1m
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Sprint speed,Sprint speed,m/s,Hatchling,4,mixed,NA,Fluct,22,6,-200,0.69,0.032,47,SE,raw,,over 0.25m - max
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Sprint speed,Sprint speed,m/s,Hatchling,4,mixed,NA,Fluct,24,6,-200,0.75,0.056,42,SE,raw,,over 0.25m - max
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Sprint speed,Sprint speed,m/s,Hatchling,4,mixed,NA,Fluct,27,10,-200,0.78,0.087,41,SE,raw,,over 0.25m - max
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Sprint speed,Sprint speed,m/s,Hatchling,4,mixed,NA,Fluct,22,6,-200,0.42,0.02,47,SE,raw,,Max speed over 1m
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Sprint speed,Sprint speed,m/s,Hatchling,4,mixed,NA,Fluct,24,6,-200,0.38,0.02,42,SE,raw,,Max speed over 1m
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Performance,Sprint speed,Sprint speed,m/s,Hatchling,4,mixed,NA,Fluct,27,10,-200,0.42,0.034,41,SE,raw,,Max speed over 1m
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,225,Fig. 2,Survival,Survival,Survival,Prop survived,Hatchling,30,mixed,NA,Fluct,22,6,-200,0.127659574,NA,47,P,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,225,Fig. 2,Survival,Survival,Survival,Prop survived,Hatchling,30,mixed,NA,Fluct,24,6,-200,0.452380952,NA,42,P,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,225,Fig. 2,Survival,Survival,Survival,Prop survived,Hatchling,30,mixed,NA,Fluct,27,10,-200,0.414634146,NA,41,P,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,NA,Fluct,22,6,-200,25.3,0.2,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,NA,Fluct,24,6,-200,25.4,0.2,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,NA,Fluct,27,10,-200,25.4,0.2,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,10,mixed,NA,Fluct,22,6,-200,27.8,0.3,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,10,mixed,NA,Fluct,24,6,-200,27.8,0.3,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,10,mixed,NA,Fluct,27,10,-200,28.4,0.4,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Development,Growth rate (svl),Growth rate,mm/day,Hatchling,10,mixed,NA,Fluct,22,6,-200,0.25,0.02,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Development,Growth rate (svl),Growth rate,mm/day,Hatchling,10,mixed,NA,Fluct,24,6,-200,0.23,0.02,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Development,Growth rate (svl),Growth rate,mm/day,Hatchling,10,mixed,NA,Fluct,27,10,-200,0.29,0.03,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Tail length,Tail length,mm,Hatchling,0,mixed,NA,Fluct,24,6,-200,28.2,0.5,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Tail length,Tail length,mm,Hatchling,0,mixed,NA,Fluct,22,6,-200,25.6,0.6,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Tail length,Tail length,mm,Hatchling,0,mixed,NA,Fluct,27,10,-200,29.9,0.47,41,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Tail length,Tail length,mm,Hatchling,10,mixed,NA,Fluct,22,6,-200,28.4,0.7,47,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Tail length,Tail length,mm,Hatchling,10,mixed,NA,Fluct,24,6,-200,30.6,0.6,42,SE,raw,,
1346,Parker,2007,Squamata,Phrynosomatidae,Sceloporus,undulatus,Sceloporus,undulatus,"Blacksburg, Montgomery County, Virginia, USA",pop1,2004,split_pseudo,224,Table 1,Morphology,Tail length,Tail length,mm,Hatchling,10,mixed,NA,Fluct,27,10,-200,32.9,0.56,41,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Text,Behaviour,Defensive behaviour,Defensive behaviour,Index,Hatchling,0,mixed,NA,Const,26,0,NA,3.85,0.1632653,29,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Text,Behaviour,Defensive behaviour,Defensive behaviour,Index,Hatchling,0,mixed,NA,Const,29,0,NA,2.8,0.2244898,29,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 2,Survival,Hatching success,Hatching success,Prop hatched,Hatchling,0,mixed,NA,Const,26,0,NA,0.78,NA,9,P,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 2,Survival,Hatching success,Hatching success,Prop hatched,Hatchling,0,mixed,NA,Const,29,0,NA,0.95,NA,9,P,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 2,Survival,Hatching success,Hatching success,Prop hatched,Hatchling,0,mixed,NA,Fluct,26,0,NA,0.93,NA,9,P,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 2,Survival,Hatching success,Hatching success,Prop hatched,Hatchling,0,mixed,NA,Fluct,29,0,NA,1,NA,9,P,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 2,Incubation,Incubation duration,Incubation duration,Julian date,Hatchling,0,mixed,NA,Const,26,0,NA,258.3527,2.6,9,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 2,Incubation,Incubation duration,Incubation duration,Julian date,Hatchling,0,mixed,NA,Fluct,26,6,NA,254.2255,2.256734694,9,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 2,Incubation,Incubation duration,Incubation duration,Julian date,Hatchling,0,mixed,NA,Const,29,0,NA,243.2186,1.864336735,9,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 2,Incubation,Incubation duration,Incubation duration,Julian date,Hatchling,0,mixed,NA,Fluct,29,6,NA,241.3993,1.913367347,9,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 3,Morphology,Mass,Mass,g,Hatchling,0,mixed,NA,Const,26,0,NA,9.753,0.237040816,29,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 3,Morphology,Mass,Mass,g,Hatchling,0,mixed,NA,Fluct,26,6,NA,10.1478,0.190663265,26,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 3,Morphology,Mass,Mass,g,Hatchling,0,mixed,NA,Const,29,0,NA,9.5871,0.237040816,29,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 3,Morphology,Mass,Mass,g,Hatchling,0,mixed,NA,Fluct,29,6,NA,9.992,0.195867347,32,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,887,Fig. 4,Performance,Muscular strength,Muscular strength,g,Hatchling,0,mixed,NA,Const,26,0,NA,55.4495,1.925306122,29,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,887,Fig. 4,Performance,Muscular strength,Muscular strength,g,Hatchling,0,mixed,NA,Fluct,26,6,NA,59.3303,1.973418367,25,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,887,Fig. 4,Performance,Muscular strength,Muscular strength,g,Hatchling,0,mixed,NA,Const,29,0,NA,53.4979,2.551122449,28,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,887,Fig. 4,Performance,Muscular strength,Muscular strength,g,Hatchling,0,mixed,NA,Fluct,29,6,NA,46.7182,2.599285714,32,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,887,Fig. 4,Performance,Righting response,Righting time,s,Hatchling,0,mixed,NA,Const,26,0,NA,0.5897,0.036428571,29,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,887,Fig. 4,Performance,Righting response,Righting time,s,Hatchling,0,mixed,NA,Fluct,26,6,NA,0.7008,0.041122449,25,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,887,Fig. 4,Performance,Righting response,Righting time,s,Hatchling,0,mixed,NA,Const,29,0,NA,0.5997,0.015306122,28,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,887,Fig. 4,Performance,Righting response,Righting time,s,Hatchling,0,mixed,NA,Fluct,29,6,NA,0.5492,0.030663265,32,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 3,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,NA,Const,26,0,NA,261.4687,2.602040816,29,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 3,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,NA,Fluct,26,6,NA,269.2282,1.888163265,26,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 3,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,NA,Const,29,0,NA,274.1724,1.939234694,29,SE,raw,,
1348,Patterson,2008,Squamata,Colubridae,Pantherophis,obsoletus,Pantherophis,obsoletus,"Queen's University Biological Station, Ottawa, Ontario, Canada",pop1,2006,split_pseudo,885,Fig. 3,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,NA,Fluct,29,6,NA,279.7321,2.346938776,32,SE,raw,,
